;;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010020_NEWS_MEDIUM;Many Irish nationalist who emigrated to the United States founded a militant organization called the Fenian Brotherhood there, a group dedicated to freeing Ireland from British control... and now they have formed a sister organization back home, the Irish Republican Brotherhood.;;;;;;;;;;;;x,,,,,,
EVTDESC1010020_NEWS_SHORT;Irish nationalists who immigrated to the United States founded the radical Fenian Brotherhood. Now they have formed a sister organization back home: the Irish Republican Brotherhood.;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010024_NEWS_MEDIUM;The Sinn Féin have won a majority of seats in Ireland during the last election. They gathered in Dublin and declared themselves the parliament, and demanded that Ireland be granted immediate independence. Considering their popularity, refusing would all but certainly trigger a war.;;;;;;;;;;;;x,,,,,,
EVTDESC1010024_NEWS_SHORT;The Sinn Féin have won a majority of seats in Ireland during the last election. They gathered in Dublin and demanded that Ireland be granted immediate independence.;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010025_NEWS_LONG;With Ireland once again under British control, talks have begun in earnest to deal with the Irish situation once and for all... now on British terms, rather than on theirs. The suggestion is that Ireland remain an autonomous Dominion under British control, with any regions that wish to opt out of the new state and remain part of $COUNTRY$ able to do so. Others suggest this is unworkable, and the British should either simply release them and keep them as allies or annex them entirely.;;;;;;;;;;;;x,,,,
EVTDESC1010025_NEWS_MEDIUM;With Ireland once again under British control, talks have begun in earnest to deal with the Irish situation once and for all... now on British terms, rather than on Ireland's.;;;;;;;;;;;;x,,,,,,
EVTDESC1010025_NEWS_SHORT;With Ireland once again under British control, talks have begun in earnest to deal with the Irish situation once and for all... now on British terms, rather than on Ireland's.;;;;;;;;;;;;x,,,,,,
EVTDESC1010032_NEWS_LONG;Charles Stewart Parnell has been successfully advancing his Irish Home Rule Bill through the British Parliament, and while it is continually being held up by opposition from the Upper House, there is a sense that the man is managing to convince $COUNTRY_ADJ$ law-makers who-- in the not-too-distant past-- might have said that Home Rule was unthinkable.;;;;;;;;;;;;x,,,,,,
EVTDESC1010032_NEWS_MEDIUM;Charles Stewart Parnell has been successfully advancing his Irish Home Rule Bill through the British Parliament. There is a sense that the man is managing to convince $COUNTRY_ADJ$ law-makers who-- in the not-too-distant past-- might have said that Home Rule was unthinkable.;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010032_NEWS_SHORT;Charles Stewart Parnell has been successfully advancing his Irish Home Rule Bill through British Parliament. The man is convincing law-makers who might have once deemed Home Rule unthinkable.;;;;;;;;;;;;x,,,,,,,,
EVTNAME3000075_NEWS_TITLE;$YEAR$ World's Fair;;;;;;;;;;;;x,,,,,,,,
EVTDESC3000075_NEWS_LONG;After all the dust has settled following the $YEAR$ World’s Fair in $CAPITAL$, the event has been measured as an incredible success for $COUNTRY$. The marvels of culture and ingenuity on display drew attendees from across the globe, and all of them remarked not only on the beauty of the venue but also the keen manner in which $COUNTRY$ showed off its progress. ‘Truly the $COUNTRY_ADJ$ people should be proud of their fine nation, ’ boasted one of the delegates during an interview in $CAPITAL$. ‘Never have so many come so far to see so much! An incredible affair!’;;;;;;;;;;;;x,,,,,
EVTDESC3000075_NEWS_MEDIUM;After all the dust has settled following the $YEAR$ World’s Fair in $CAPITAL$, the event has been measured as an incredible success for $COUNTRY$. The marvels of culture and ingenuity on display drew attendees from across the globe, and all of them remarked on the keen manner in which $COUNTRY$ showed off its progress.;;;;;;;;;;;;x,,,,,,
EVTDESC3000075_NEWS_SHORT;After all the dust has settled following the $YEAR$ World’s Fair in $CAPITAL$, the event has been deemed an incredible success for $COUNTRY$. Congratulations to all those involved!;;;;;;;;;;;;x,,,,,,,
EVTDESC3000076_NEWS_LONG;Months after the dust has settled on the $YEAR$ World’s Fair in $CAPITAL$, the consensus appears to be that the event was respectable but by no means an outstanding success. ‘We had problems from day one, ’ remarked the head organizer and chairman of the $COUNTRY_ADJ$ delegation. ‘Budget overruns, displays not showing up on time... it was one issue after another!’ Some also cite the refusal of some delegations to attend, as well as the poor choice of venue. ‘We thought placing in the site in $CAPITAL$’s poor quarter would help revitalize the area! Show off the $COUNTRY_ADJ$ spirit! Next time we’ll know better.’;;;;;;;;;;;;x,,,,
EVTDESC3000076_NEWS_MEDIUM;Months after the dust has settled on the $YEAR$ World’s Fair in $CAPITAL$, the consensus appears to be that the event was respectable but by no means an outstanding success. ‘We had problems from day one, ’ remarked the head organizer and chairman of the $COUNTRY_ADJ$ delegation.;;;;;;;;;;;;x,,,,,,
EVTDESC3000076_NEWS_SHORT;Months after the dust has settled on the $YEAR$ World’s Fair in $CAPITAL$, the consensus appears to be that the event was respectable but by no means an outstanding success.;;;;;;;;;;;;x,,,,,,,
EVTDESC3000077_NEWS_LONG;Months after the dust has settled on the $YEAR$ World’s Fair in $CAPITAL$, the consensus appears to be that the event was an unmitigated disaster. ‘It’s a blight on $COUNTRY$’s reputation, bemoaned one delegate who left two days prior to the event’s end. ‘I don’t know what they were thinking.’ Massive budget overruns reportedly led to shortages in staff and supplies. That, combined with the scarcity of accommodations in $CAPITAL$, an appalling absence of the parties one expects at such an event, and a spectacular fire in the $COUNTRY_ADJ$ Cultural Pavilion have made this an affair the nation would rather everyone forgot.;;;;;;;;;;;;x,,,
EVTDESC3000077_NEWS_MEDIUM;Months after the dust has settled on the $YEAR$ World’s Fair in $CAPITAL$, the consensus appears to be that the event was an unmitigated disaster. ‘It’s a blight on $COUNTRY$’s reputation, bemoaned one delegate who left two days prior to the event’s end. ‘I don’t know what they were thinking.’;;;;;;;;;;;;x,,,,,,
EVTDESC3000077_NEWS_SHORT;Months after the dust has settled on the $YEAR$ World’s Fair in $CAPITAL$, the consensus appears to be that the event was an unmitigated disaster and an embarrassment for the $COUNTRY_ADJ$ government.;;;;;;;;;;;;x,,,,,,,
EVTNAME11380019_NEWS_TITLE;$COUNTRY_ADJ$ Constitutional Crisis;;;;;;;;;;;;x,,,,,,,,
EVTDESC11380019_NEWS_LONG;$COUNTRY$: In a surprise election win," the fascists have taken power in the government. Technically they are allowed to do so, as their party has not been banned. There are concerns", however, that their ultimate goal is to take over $COUNTRY$ and that this election win is just the first step in doing so. Regardless, the $COUNTRY_ADJ$ people have spoken... and the monarchy must now decide whether to intervene and refuse the fascists their mandate or admit that they have no power and thus relinquishing all control over the government.;;;;;;;;;;;;x,,,,
EVTDESC11380019_NEWS_MEDIUM;$COUNTRY$: In a surprise election win, the fascists have taken power in the government. There are concerns, however, that their ultimate goal is to take over $COUNTRY$ and that this election win is just the first step in doing so, and the monarchy may intervene.;;;;;;;;;;;;x,,,,
EVTDESC11380019_NEWS_SHORT;$COUNTRY$: In a surprise election win, the fascists have taken power. There are concerns that their ultimate goal is to take over $COUNTRY$ and thus the monarchy may intervene.;;;;;;;;;;;;x,,,,,,,
EVTDESC11380020_NEWS_LONG;$COUNTRY$: In a surprise election win," the communists have taken power in the government. Technically they are allowed to do so, as their party has not been banned. There are concerns", however, that their ultimate goal is to take over $COUNTRY$ and that this election win is just the first step in doing so. Regardless, the $COUNTRY_ADJ$ people have spoken... and the monarchy must now decide whether to intervene and refuse the fascists their mandate or admit that they have no power and thus relinquishing all control over the government.;;;;;;;;;;;;x,,,,
EVTDESC11380020_NEWS_MEDIUM;$COUNTRY$: In a surprise election win, the communists have taken power in the government. There are concerns, however, that their ultimate goal is to take over $COUNTRY$ and that this election win is just the first step in doing so, and the monarchy may intervene.;;;;;;;;;;;;x,,,,
EVTDESC11380020_NEWS_SHORT;$COUNTRY$: In a surprise election win, the communists have taken power. There are concerns that their ultimate goal is to take over $COUNTRY$ and thus the monarchy may intervene.;;;;;;;;;;;;x,,,,,,,
EVTDESC11380021_NEWS_LONG;$COUNTRY$: In a surprise election win," the anarcho-liberals have taken power in the government. Technically they are allowed to do so, as their party has not been banned. There are concerns", however, that their ultimate goal is to take over $COUNTRY$ and that this election win is just the first step in doing so. Regardless, the $COUNTRY_ADJ$ people have spoken... and the monarchy must now decide whether to intervene and refuse the fascists their mandate or admit that they have no power and thus relinquishing all control over the government.;;;;;;;;;;;;x,,,,
EVTDESC11380021_NEWS_MEDIUM;$COUNTRY$: In a surprise election win, the anarcho-liberals have taken power in the government. There are concerns, however, that their ultimate goal is to take over $COUNTRY$ and that this election win is just the first step in doing so, and the monarchy may intervene.;;;;;;;;;;;;x,,,,
EVTDESC11380021_NEWS_SHORT;$COUNTRY$: In a surprise election win, the anarcho-liberals have taken power. There are concerns that their ultimate goal is to take over $COUNTRY$ and thus the monarchy may intervene.;;;;;;;;;;;;x,,,,,,,
EVTDESC11380022_NEWS_LONG;$COUNTRY$: In a surprise election win, the communists have taken power in the government-- despite the fact that their party opposes the monarchy and has been banned. Thus a political showdown has resulted: the communists cannot be permitted to form the new government, but even if the monarchy refuses them the next election might simply have the same crisis occur all over again, or worse. The $COUNTRY_ADJ$ monarchy is reportedly weighing its options—invalidating the election entirely or casting aside the voting reforms and restoring its absolute rule.;;;;;;;;;;;;x,,,,,
EVTDESC11380022_NEWS_MEDIUM;$COUNTRY$: In a surprise election win, the communists have taken power in the government-- despite the fact that their party opposes the monarchy and has been banned. Thus a political showdown has resulted, and the $COUNTRY_ADJ$ is forced to intervene.;;;;;;;;;;;;x,,,,,,
EVTDESC11380022_NEWS_SHORT;$COUNTRY$: In a surprise election win, the banned communist party has taken power in the government—forcing a political showdown with the $COUNTRY_ADJ$ monarchy.;;;;;;;;;;;;x,,,,,,,
EVTDESC11380023_NEWS_LONG;$COUNTRY$: In a surprise election win, the anarcho-liberals have taken power in the government-- despite the fact that their party opposes the monarchy and has been banned. Thus a political showdown has resulted: the communists cannot be permitted to form the new government, but even if the monarchy refuses them the next election might simply have the same crisis occur all over again, or worse. The $COUNTRY_ADJ$ monarchy is reportedly weighing its options—invalidating the election entirely or casting aside the voting reforms and restoring its absolute rule.;;;;;;;;;;;;x,,,,,
EVTDESC11380023_NEWS_MEDIUM;$COUNTRY$: In a surprise election win, the anarcho-liberals have taken power in the government-- despite the fact that their party opposes the monarchy and has been banned. Thus a political showdown has resulted, and the $COUNTRY_ADJ$ is forced to intervene.;;;;;;;;;;;;x,,,,,,
EVTDESC11380023_NEWS_SHORT;$COUNTRY$: In a surprise election win, the banned anarcho-liberal party has taken power in the government—forcing a political showdown with the $COUNTRY_ADJ$ monarchy.;;;;;;;;;;;;x,,,,,,,
EVTDESC152009873_NEWS_LONG;$COUNTRY_ADJ$ army forces in $CAPITAL$ have made their way toward the government buildings-- not to protect the $COUNTRY_ADJ$ government as is their duty, but instead to oust the leaders and install themselves as $COUNTRY$'s new rulers. They claim that $COUNTRY$ is in a state of 'upheaval', and only the army can restore order. It is not yet known whether they will be successful in their attempted overthrow.;;;;;;;;;;;;x,,,,,,
EVTDESC152009873_NEWS_MEDIUM;$COUNTRY_ADJ$ army forces in $CAPITAL$ have made their way toward the government buildings-- not to protect the $COUNTRY_ADJ$ government as is their duty, but instead to oust the leaders and install themselves as $COUNTRY$'s new rulers.;;;;;;;;;;;;x,,,,,,,
