Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
CODEXSINAITICUS;\n\nA fascinating discovery has been made in Saint Catherine's Monastery on Mount Sinai. Constantin von Tischendorf, a German Biblical scholar under the patronage of the Tsar, has returned from a trip to the remote monastery with the oldest known complete copy of the New Testament. It is a historical treasure, and using the study of comparative writing styles, it has been dated to the mid-fourth century. The manuscript is a codex made from vellum parchment, originally in double sheets, which may have measured about 40 by 70 centimeters. The whole codex consists of quires of eight leaves, a format which came to be popular throughout the Middle Ages.;;;;;;;;;;;;;
buy_nicobar_islands_title;The Nicobar Purchase;;;;;;;;;;;;;
buy_nicobar_islands_desc;The Nicobar Islands are an island chain south of the Andamans that remain under foreign rule. Since they are so small, their owner may not want to waste money and men on a war over them. What if we approached them with a handsome cash offer to take the islands off their hands?;;;;;;;;;;;;;
VIEDMAFLOOD;\n\nDisaster has struck along the Patagonian Río Negro. After a period of brutally intense rainfall which is completely unprecedented for the usually dry region, the river swelled far past its usual banks and engulfed General Roca, Fuerte san Javier, Fuerte Pringles, General Conesa and Viedma, where the water only receded three days later. The afflicted settlements have sustained massive damage. As such, large portions will have to be reconstructed to become inhabitable once more, though they will surely never be the same.;;;;;;;;;;;;;
MUSIFLOOD;\n\nThe city of Hyderabad, capital of the Hyderabad State, has been devastated by a brutal flood, locally known as Thughyani Sitambar. The disaster has left fifty thousand people dead and washed away three bridges, leaving only one bridge to connect the two sides of the city. The river rose 60 feet, flowing through the city and razing eighty thousand houses, leaving a fourth of the population homeless. Popular Urdu poet Amjad Hyderabadi, saw his entire family, including his mother, wife and daughter washed away in the flood, ending up as the only survivor in his family. To reflect his depression at the loss, he has composed a couplet:;;;;;;;;;;;;;
BARRIOSASSASSINATION;\n\nJosé María Reina Barrios, also known as Reinita, has been assassinated. By a very strange coincidence, it was on February 8th, 1898 at No. 8 on 8th Street in Guatemala City at 8 PM local time that the president was shot by Edgar Zollinger, a British citizen and adminstrator of the Aparicio Family business, who was thereupon shot eight times by guards. Zollinger's motive is that Barrios had had Juan Aparicio, the former Mayor of Quetzaltenango, killed extrajudicially to illegally seize his assets, including the Zunil Electrical Plant, the Los Altos Railroad, Coffee Plantations and Local Bank, leaving the Aparicio family in ruins. Rainita will be remembered most of all for his improvements to Guatemalan infrastructure, such as bringing electricity to Guatemala City, constructing a transoceanic railroad, installing national and international telegraphs and improving the roads. To fund these ambitious plans, Barrios printed bonds, fuelling inflation and making himself unpopular among the people.;;;;;;;;;;;;;
BROWNASSASSINATION;\n\nJohn Brown, one of the fathers of the Canadian Confederation, has been assassinated. Brown was a British-Canadian journalist and noted Reform politician, best known as the founder and editor of the Toronto Globe, Canada's most influential newspaper. He lead the founding the the Liberal Party and played a major role in securing national unity in Canada. The perpetrator of Brown's killing was a former employee of the Toronto Globe, George Bennet, who burst into Brown's office after being fired and wanted a certificate to show that he had worked for the paper for five years. Brown didn't recognize him and told him to talk to the foreman, leading Bennet to shoot Brown in the leg. Bennet was arrested and Brown retired to his home to recover from the would which was deemed minor. Tragically, the leg became infected, he obtained a fever and delirium and eventually died.;;;;;;;;;;;;;
BORDAASSASSINATION;\n\nPresident Juan Bautista Idiarte Borda y Soumastre has been assassinated! A member of the Colorado Party, Idiarte's presidency was beset by a number of severe difficulties which found their origins in a host of commercial, ideological and personal issues. His term of office was also characterized by a program of public works, including the development of the port of Montevideo and the establishment of a national bank. Idiarte was shot by Avelino Arredondo with a revolver. Despite having been warned of an assassination plot on the part of his party enemies, and even though the assassin is a known strong supporter of his rival José Batlle y Ordóñez, the latter has maintained a plausible deniability in connection with the crime.;;;;;;;;;;;;;
ERITHEXPLOSION;\n\nEarly in the morning a blast was heard all over London. A gunpowder barge moored near Erith, Kent had ignited, setting off two landward powder magazines: the resulting chain explosion consumed 46.5 tons of gunpowder and blew the river wall into the Thames. Fortunately it was low tide, but Lewis Moore, an engineer who chanced to live nearby, realized the gap must be plugged before the tide rose. Moore has stated: 'The extent of land positively imperiled would be about 4,000 acres, and should it have passed Woolwich and Greenwich by the large sewer, it might have done immense damage. The whole of the southern and eastern side of London being more or less below the level of high water.' Navvies building Crossness Pumping Station and the garrison at the Woolwich Arsenal raced to the site of the explosion and worked against the clock to repair the damage. They improvised puddled clay and earth-filled artillery sandbags to fill the gap, saving London in the nick of time.;;;;;;;;;;;;;
EGGWAR;\n\nThe Farallon Islands, 25 miles off San Francisco, have long been home to egging companies, as they are the site of the largest seabird colony of the Pacific coast of North America, leading to an abundance of fresh eggs. In 1849, Dr Robinson, a recent immigrant to San Francisco, sailed to the island to collect eggs and subsequently founded the Pacific Egg Company, constructing buildings, paths and landing facilities on the Farallones. The Egg Company attracted rivals, due to the amount of money to be made from the trade. A company of men led by David Batchelder repeatedly sailed to the island but was removed by armed men employed by the Egg Company. The two forces finally came to blows when Batchelder obtained reinforcements and tried forcefully landing on the guarded island, leading to an exchange of fire that lasted 20 minutes. Two men were killed and four wounded, forcing Batchelder to retreat and securing the Egg Company monopoly.;;;;;;;;;;;;;
KALEVIPOEG;\n\nIn pre-Christian ancient Estonia there existed an oral tradition, known as runic song, of legends explaining the origin of the world. Within old Estonian folklore, a benevolent giant by the name of Kalev appears, battling with other giants or enemies of the nation. Friedrich Reinhold Kreutzwald has collected oral stories based on the tale of Kalevipoeg, Kalev's son, and woven them into an epic poem of nineteen thousand verses that reconstructs the tale. It has appeared in print in Kuopio Finland in its third, abridged version. Earlier versions were not printable due to censorship. The publication now makes Estonian oral tradition available to all, strengthening national identity as a result. More importantly, it has ensured that the tale of Kalevipoeg is recorded for generations to come and not lost to time like so many other ancient oral traditions.;;;;;;;;;;;;;
